MethodOnly,CoveredMethods,CoveredLines,CoveragePct,TotalCoveredLines
testOnLeaderElectionCompletion,org.apache.ratis.server.metrics.LeaderElectionMetrics.<init>;org.apache.ratis.server.metrics.LeaderElectionMetrics.getMetricRegistryForLeaderElection;org.apache.ratis.server.metrics.LeaderElectionMetrics.getLeaderElectionMetrics;org.apache.ratis.server.metrics.LeaderElectionMetrics.onNewLeaderElectionCompletion;org.apache.ratis.server.metrics.LeaderElectionMetrics.lambda$new$2;org.apache.ratis.server.metrics.LeaderElectionMetrics.lambda$null$1;org.apache.ratis.server.metrics.LeaderElectionMetrics.lambda$new$0;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.<init>;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.setUp;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.testOnLeaderElectionCompletion;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.lambda$testOnLeaderElectionCompletion$1,org.apache.ratis.server.metrics.LeaderElectionMetrics.java:49;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:50;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:51;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:52;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:53;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:54;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:57;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:64;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:68;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:69;org.apache.ratis.server.metrics.LeaderElectionMetrics.java:70;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:40;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:47;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:48;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:49;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:50;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:51;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:52;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:56;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:57;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:58;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:59;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:60;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:61;org.apache.ratis.server.metrics.TestLeaderElectionMetrics.java:62,0.2,25
