Issue_Key,Title,Link,Labels,Project_ID,Project_Key,Project_Name,Status,Resolution,GitHub_Project_Link,Match_in_Title_or_Comments
DRILL-7164,KafkaFilterPushdownTest is sometimes failing to pattern match correctly.,https://issues.apache.org/jira/browse/DRILL-7164,ready-to-commit,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-7306,"Disable ""fast schema"" batch for new scan framework",https://issues.apache.org/jira/browse/DRILL-7306,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-7583,Remove STOP status in favor of fail-fast,https://issues.apache.org/jira/browse/DRILL-7583,ready-to-commit,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-7973,Fix GitHub CI intermittent failures,https://issues.apache.org/jira/browse/DRILL-7973,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Title
DRILL-7975,Connection to Splunk Drill Storage Plugin fails intermittently,https://issues.apache.org/jira/browse/DRILL-7975,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Title
DRILL-8030,Intermittent TestDrillbitResilience cancelInMiddleOfFetchingResults and foreman_runTryEnd failures,https://issues.apache.org/jira/browse/DRILL-8030,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Title
DRILL-8085,"EVF V2 support in the ""Easy"" format plugin",https://issues.apache.org/jira/browse/DRILL-8085,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-8145,Fix flaky TestDrillbitResilience#memoryLeaksWhenCancelled test case,https://issues.apache.org/jira/browse/DRILL-8145,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Title
DRILL-8176,upgrade jackson due to CVE-2020-36518,https://issues.apache.org/jira/browse/DRILL-8176,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-8223,Refactor auth modes dropping DRILL_PROCESS and allowing credential providers everywhere,https://issues.apache.org/jira/browse/DRILL-8223,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-8242,Fix output for HttpHelperFunctions,https://issues.apache.org/jira/browse/DRILL-8242,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-8243,Move JSON Config Options Out of HTTP Plugin,https://issues.apache.org/jira/browse/DRILL-8243,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Comments/Description
DRILL-8446,Incorrect use of OperatingSystemMXBean,https://issues.apache.org/jira/browse/DRILL-8446,,12313820,DRILL,Apache Drill,Closed,Fixed,https://github.com/apache/apache drill,Comments/Description
EAGLE-1068,Upgrade siddhi dependency to v5.1.4,https://issues.apache.org/jira/browse/EAGLE-1068,,12319222,EAGLE,Eagle (Retired),Resolved,Fixed,https://github.com/apache/eagle (retired),Comments/Description
EDGENT-122,WebSocketClientTest intermittent travis build failure,https://issues.apache.org/jira/browse/EDGENT-122,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Title
EDGENT-197,testDeadtimeDynamic intermittent test failure,https://issues.apache.org/jira/browse/EDGENT-197,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Title
EDGENT-202,Travis build is failing. Unable to fetch Ant,https://issues.apache.org/jira/browse/EDGENT-202,travis-ci,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-259,[gradle] travis-ci runs not setting edgent.build.ci,https://issues.apache.org/jira/browse/EDGENT-259,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-286,Run java8 platform tests and samples,https://issues.apache.org/jira/browse/EDGENT-286,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-31,FileStreamsTextFileWriterTest testRetainAgeBased test fails with expected:<2> but was:<3>,https://issues.apache.org/jira/browse/EDGENT-31,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-35,.MqttOpenTest failed on 'ant test' on Windows,https://issues.apache.org/jira/browse/EDGENT-35,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-434,desentize PlumbingTest.testParallelBalanced,https://issues.apache.org/jira/browse/EDGENT-434,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-436,change tests that use complete() TMO for successful runs,https://issues.apache.org/jira/browse/EDGENT-436,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
EDGENT-98,Document how to disable unit tests from running on Travis CI,https://issues.apache.org/jira/browse/EDGENT-98,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent,Comments/Description
ESME-320,Add SBT integration for building project,https://issues.apache.org/jira/browse/ESME-320,,12310850,ESME,Enterprise Social Messaging Environment (ESME),Closed,Fixed,https://github.com/apache/enterprise social messaging environment (esme),Comments/Description
FALCON-1005,In ProcessInstanceSuspendTest clean test dir after each method execution,https://issues.apache.org/jira/browse/FALCON-1005,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1089,ProcessInstanceStatusTest improvement,https://issues.apache.org/jira/browse/FALCON-1089,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1093,Tag all new tests added to falcon-regression,https://issues.apache.org/jira/browse/FALCON-1093,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1097,UT failure for ExpressionHelperTest,https://issues.apache.org/jira/browse/FALCON-1097,,12314429,FALCON,Falcon,Closed,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1153,Instance kill fails intermittently,https://issues.apache.org/jira/browse/FALCON-1153,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1161,Test case feedFeedBasePathExists fails intermittently,https://issues.apache.org/jira/browse/FALCON-1161,,12314429,FALCON,Falcon,Closed,Fixed,https://github.com/apache/falcon,Title
FALCON-1162,Cluster submit succeeds when staging HDFS dir does not have 777 (ALL) permission ,https://issues.apache.org/jira/browse/FALCON-1162,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1251,FeedEvictor UT fails intermittently,https://issues.apache.org/jira/browse/FALCON-1251,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1318,Method waitForAngularToFinish() should be robust to unresponsive browser,https://issues.apache.org/jira/browse/FALCON-1318,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1446,Flaky TaskLogRetrieverYarnTest,https://issues.apache.org/jira/browse/FALCON-1446,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1466,Flaky test in Proxy user feature UT's,https://issues.apache.org/jira/browse/FALCON-1466,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1469,Flaky EntityManagerJerseyIT#testDuplicateSubmitCommands,https://issues.apache.org/jira/browse/FALCON-1469,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1496,Flaky FalconPostProcessingTest,https://issues.apache.org/jira/browse/FALCON-1496,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1552,Migration of  ProcessInstanceManagerIT to use falcon unit,https://issues.apache.org/jira/browse/FALCON-1552,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1553,Flaky test in SchedulerUtilTest,https://issues.apache.org/jira/browse/FALCON-1553,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1598,Flaky test : EntityManagerJerseyIT.testDuplicateDeleteCommands,https://issues.apache.org/jira/browse/FALCON-1598,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1831,Flaky WorkflowExecutionContextTest.testWorkflowStartEnd,https://issues.apache.org/jira/browse/FALCON-1831,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1901,Intermittent IT test failures,https://issues.apache.org/jira/browse/FALCON-1901,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-1965,Update ActiveMQ version to 5.13.3 to avoid Falcon start error after rolling upgrade,https://issues.apache.org/jira/browse/FALCON-1965,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1976,Remove hadoop-2 profile,https://issues.apache.org/jira/browse/FALCON-1976,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-1978,Fix flaky unit test - MetadataMappingServiceTest,https://issues.apache.org/jira/browse/FALCON-1978,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-2010,Fix UT errors due to ActiveMQ upgrade,https://issues.apache.org/jira/browse/FALCON-2010,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-2298,Error message is not helpful when a feed has issue during umarshall,https://issues.apache.org/jira/browse/FALCON-2298,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-2338,EntityGraphTest.initConfigStore fails intermittently,https://issues.apache.org/jira/browse/FALCON-2338,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-315,Trunk build broken,https://issues.apache.org/jira/browse/FALCON-315,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-328,failed: A required class was missing while executing org.mortbay.jetty:maven-jetty-plugin:6.1.26:run: org/mortbay/util/Attributes,https://issues.apache.org/jira/browse/FALCON-328,build,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-584,Fix of ProcessInstanceRerunTest#testProcessInstanceRerunTimedOut,https://issues.apache.org/jira/browse/FALCON-584,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Comments/Description
FALCON-777,UT intermittent failures in Messaging tests depending on Thread.sleep,https://issues.apache.org/jira/browse/FALCON-777,messaging,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FALCON-895,Fix intermittent failures in ProcessInstanceStatus and KillsTest classes.,https://issues.apache.org/jira/browse/FALCON-895,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon,Title
FELIX-2230,NPE deactivating service during fw shutdown,https://issues.apache.org/jira/browse/FELIX-2230,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-3059,Reexported packages are not calculate correctly leading to resolver and class loading bugs,https://issues.apache.org/jira/browse/FELIX-3059,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-3320,WebConsole UX: actions and status on bundle details don't update properly,https://issues.apache.org/jira/browse/FELIX-3320,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-3345,Concurrency problems in SCR,https://issues.apache.org/jira/browse/FELIX-3345,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-341,Intermittent exception during Felix shutdown,https://issues.apache.org/jira/browse/FELIX-341,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Title
FELIX-3701,Intermittent CNFE with embedded jars in Fragment Bundles,https://issues.apache.org/jira/browse/FELIX-3701,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Title
FELIX-3846,Felix + Felix HTTP Jetty causes IllegalStateException during start up,https://issues.apache.org/jira/browse/FELIX-3846,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-4709,Incorrect Named Dependencies are binded to the Service Instance,https://issues.apache.org/jira/browse/FELIX-4709,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-489,Intermittent deadlock while using declarative services in Tuscany   ,https://issues.apache.org/jira/browse/FELIX-489,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Title
FELIX-5248,SCR does not reactivate a failed component after a configuration update,https://issues.apache.org/jira/browse/FELIX-5248,,12310100,FELIX,Felix,Resolved,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-539,Intermittent IllegalArgumentException while using declarative services   ,https://issues.apache.org/jira/browse/FELIX-539,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Title
FELIX-5902,java.lang.IllegalArgumentException: Bundle org.apache.felix.scr is not resolved with R7 LogService,https://issues.apache.org/jira/browse/FELIX-5902,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-6067,ClassLoading and getService can fail unpredictably due to interrupts,https://issues.apache.org/jira/browse/FELIX-6067,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-6109,NPE from null listener in DirectoryWatcher.findListener,https://issues.apache.org/jira/browse/FELIX-6109,,12310100,FELIX,Felix,Resolved,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-84,Problem updating a Provided Service's registered properties.,https://issues.apache.org/jira/browse/FELIX-84,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FELIX-961,100% CPU looping inside uses calculation,https://issues.apache.org/jira/browse/FELIX-961,,12310100,FELIX,Felix,Closed,Fixed,https://github.com/apache/felix,Comments/Description
FINERACT-1016,Flaky RecurringDepositTest.testPrematureClosureAmountWithPenalInterestTillPrematureWithdrawal_With_360_Days(),https://issues.apache.org/jira/browse/FINERACT-1016,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-1247,ImageTest failures,https://issues.apache.org/jira/browse/FINERACT-1247,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-1250,AuditIntegrationTest > auditShouldbeCreated() FAILED    org.opentest4j.AssertionFailedError: More than one audit created ==> expected: <1> but was: <2>,https://issues.apache.org/jira/browse/FINERACT-1250,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-1256,Bulk Import Template generation should not fail for (office) names containing hyphens and other characters invalid as Sheet Range Names,https://issues.apache.org/jira/browse/FINERACT-1256,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-1265,ImageTest > getOriginalSize() FAILED expected: text/plain but was : image/jpeg,https://issues.apache.org/jira/browse/FINERACT-1265,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-780,HookIntegrationTest is flaky,https://issues.apache.org/jira/browse/FINERACT-780,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-820,LoanReschedulingWithinCenterTest is flaky and always fails on Sundays,https://issues.apache.org/jira/browse/FINERACT-820,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-850,Random Failing Integration Test,https://issues.apache.org/jira/browse/FINERACT-850,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-852,ArrayIndexOutOfBoundsException in ClientSavingsIntegrationTest and SchedulerJobsTest,https://issues.apache.org/jira/browse/FINERACT-852,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-855,RecurringDepositTest.testRecurringDepositAccountWithClosureTypeTransferToSavings_WITH_HOLD_TAX,https://issues.apache.org/jira/browse/FINERACT-855,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-857,integrationtests.SchedulerJobsTestResults,https://issues.apache.org/jira/browse/FINERACT-857,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-876,Automate Fineract release process,https://issues.apache.org/jira/browse/FINERACT-876,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-885,"ClientLoanIntegrationTest is (still) ""flaky""",https://issues.apache.org/jira/browse/FINERACT-885,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-886,FLAKY org.apache.fineract.integrationtests.FixedDepositTest > testPrematureClosureAmountWithPenalInterestForWholeTerm_With_360 FAILED,https://issues.apache.org/jira/browse/FINERACT-886,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-887,FLAKY org.apache.fineract.integrationtests.FixedDepositTest > testMaturityAmountForDailyCompoundingAndMonthlyPosting_With_365_Days FAILED,https://issues.apache.org/jira/browse/FINERACT-887,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-898,Test failures due to XmlBeanDefinitionStoreException Caused by: org.xml.sax.SAXParseException,https://issues.apache.org/jira/browse/FINERACT-898,,12319420,FINERACT,Apache Fineract,Closed,Fixed,https://github.com/apache/apache fineract,Comments/Description
FINERACT-899,Flaky AccountingScenarioIntegrationTest checkPeriodicAccrualAccountingFlow_OVER_PAYMENT,https://issues.apache.org/jira/browse/FINERACT-899,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-922,Improve SchedulerJobHelper to be more reliable and prevent flaky tests,https://issues.apache.org/jira/browse/FINERACT-922,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-950,FixedDepositTest > testFixedDepositAccountClosureTypeWithdrawal_WITH_HOLD_TAX() is flaky,https://issues.apache.org/jira/browse/FINERACT-950,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Title
FINERACT-993,Ignore StorageTest IT test,https://issues.apache.org/jira/browse/FINERACT-993,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract,Comments/Description
FLEX-10936,The zooom effect causes a widely variable amount of space to be created between the header and the first visible row.,https://issues.apache.org/jira/browse/FLEX-10936,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11025,An editable DataGrid can screw up the focus rings on other components,https://issues.apache.org/jira/browse/FLEX-11025,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11065,[Data Effects] Flicker when running data effects and adding item to the end of a list,https://issues.apache.org/jira/browse/FLEX-11065,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11128,Incremental compilation doesn't relink correctly when externs change,https://issues.apache.org/jira/browse/FLEX-11128,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11166,"Compile time error when using Flash Integration Kit with CSS files flagged with ""Compile CSS to SWF"" enabled.",https://issues.apache.org/jira/browse/FLEX-11166,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11214,[Flash Player] Text input controls miss keystrokes when being served by LCDS and using IE7 on Vista.,https://issues.apache.org/jira/browse/FLEX-11214,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11518,setting variableRowHeight & wordWrap causes END key to work in an unexpected way,https://issues.apache.org/jira/browse/FLEX-11518,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11519,setting variableRowHeight & wordWrap causes PGDWN key works in an unexpected way,https://issues.apache.org/jira/browse/FLEX-11519,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11865,rte setting lockedRowCount in mxml,https://issues.apache.org/jira/browse/FLEX-11865,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11875,Data Binding does not work anymore,https://issues.apache.org/jira/browse/FLEX-11875,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-11950,Tree's getIndent() isn't working and is affecting maxHorizontalScrollPosition,https://issues.apache.org/jira/browse/FLEX-11950,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12339,rte setting lockedRowCount in mxml,https://issues.apache.org/jira/browse/FLEX-12339,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12349,Data Binding does not work anymore,https://issues.apache.org/jira/browse/FLEX-12349,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12424,Tree's getIndent() isn't working and is affecting maxHorizontalScrollPosition,https://issues.apache.org/jira/browse/FLEX-12424,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12493,Text truncated with ellipses when TabBar has horizontalGap,https://issues.apache.org/jira/browse/FLEX-12493,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12612,mx:Text doesn't always wrap even though it's height is correct,https://issues.apache.org/jira/browse/FLEX-12612,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12627,An Flex Project may not be compiled correctly after changes to a Library Project.,https://issues.apache.org/jira/browse/FLEX-12627,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12707,Compiling project fails with OutOfMemory error related to PermGen space,https://issues.apache.org/jira/browse/FLEX-12707,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12771,Failing to compile the code through command line as well as through ANT script,https://issues.apache.org/jira/browse/FLEX-12771,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12869,QName's localname in webservice header is lost in build 185179,https://issues.apache.org/jira/browse/FLEX-12869,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-12963,Sincronicity problem when force stoping the Compiler,https://issues.apache.org/jira/browse/FLEX-12963,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13012,mxunit test case fails intermittently,https://issues.apache.org/jira/browse/FLEX-13012,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Title
FLEX-13161,RTE when navigating List or Tree using pending simulator,https://issues.apache.org/jira/browse/FLEX-13161,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13376,RTE on scroll in TileList and HorizontalList when items are pending,https://issues.apache.org/jira/browse/FLEX-13376,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13594,TreeDMV data corruption on mouse scroll and key navigation combo,https://issues.apache.org/jira/browse/FLEX-13594,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13823,StringIndexOutOfBoundsException when using a properties-File,https://issues.apache.org/jira/browse/FLEX-13823,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13912,[AIR] AIR Crash after downloading file,https://issues.apache.org/jira/browse/FLEX-13912,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13973,Multiple CSS selectors in one styleName,https://issues.apache.org/jira/browse/FLEX-13973,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-13994,ListBase throws an exception due to lack of error checking,https://issues.apache.org/jira/browse/FLEX-13994,easyfix,12313521,FLEX,Apache Flex,Resolved,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-14352,Paging - DataGrid showed duplicated row(not pagedFill only),https://issues.apache.org/jira/browse/FLEX-14352,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-14723,"DataGridColumn Header Text does not wrap in specific ""soft spots"" of column width",https://issues.apache.org/jira/browse/FLEX-14723,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-15036,Many spurious compiler errors while building certian Thermo builds,https://issues.apache.org/jira/browse/FLEX-15036,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-15340,[Marshall Plan] Untrusted application is not displayed,https://issues.apache.org/jira/browse/FLEX-15340,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-15360,ComboBox dataProvider setter clears selectedItem & selectedIndex properties. This is wrong as these properties could be initialised before dataProvider,https://issues.apache.org/jira/browse/FLEX-15360,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-15832,TabNavigator renders crazily when used with HDividedBoxes,https://issues.apache.org/jira/browse/FLEX-15832,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-15892,[Marshall Plan] RTE TypeError when loading applications,https://issues.apache.org/jira/browse/FLEX-15892,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16089,FxSlider controls receive focus on entire Slider control instead of just thumb,https://issues.apache.org/jira/browse/FLEX-16089,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16214,Horizontal scrollbar appears intermittently while resizing window,https://issues.apache.org/jira/browse/FLEX-16214,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Title
FLEX-16226,RTEs when quickly loading and unloading Gumbo components in SWFLoader,https://issues.apache.org/jira/browse/FLEX-16226,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16230,SystemManager RTEs when quickly loading and unloading Gumbo components in SWFLoader,https://issues.apache.org/jira/browse/FLEX-16230,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16253,Skin cannot be found at runtime for Fx components,https://issues.apache.org/jira/browse/FLEX-16253,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16259,Warn when PHP code is in an MXML document,https://issues.apache.org/jira/browse/FLEX-16259,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16272,ASDoc tool generates error,https://issues.apache.org/jira/browse/FLEX-16272,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16314,"Modules not building correctly with ""Unable to resolve factoryClass""",https://issues.apache.org/jira/browse/FLEX-16314,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
FLEX-16346,Incremental compiler gives internal build errors,https://issues.apache.org/jira/browse/FLEX-16346,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex,Comments/Description
